gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,gender_enc,Dependents_enc,PhoneService_enc,MultipleLines_enc,InternetService_enc,Churn_enc,Contract_One year,Contract_Two year,tenure_scaled,MonthlyCharges_scaled
Male,1,No,71,No,No,DSL,56,No,1,0,0,0,0,0,False,True,1.5729808767233588,-0.29109036619319206
Female,0,Yes,2,Yes,Yes,Fiber optic,74,Yes,0,1,1,1,1,1,False,False,-1.2367242199587352,0.3071246850935365
Female,0,Yes,57,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,False,1.002895784642934,-1.4875204687666492
Female,0,Yes,52,Yes,No,Fiber optic,51,No,0,1,1,0,1,0,True,False,0.7992939660427822,-0.4572612137728389
Male,0,No,49,Yes,Yes,DSL,104,Yes,1,0,1,1,0,1,False,False,0.6771328748826912,1.3041497705714176
Female,0,No,1,Yes,No,DSL,71,Yes,0,0,1,0,0,1,False,False,-1.2774445836787656,0.20742217654574843
Female,0,No,1,Yes,No,DSL,21,Yes,0,0,1,0,0,1,False,True,-1.2774445836787656,-1.45428629925072
Female,0,Yes,7,Yes,Yes,Fiber optic,21,No,0,1,1,1,1,0,True,False,-1.0331224013585834,-1.45428629925072
Male,1,No,18,Yes,Yes,DSL,94,No,1,0,1,1,0,0,False,True,-0.5851984004382496,0.9718080754121239
Male,0,No,2,Yes,Yes,Fiber optic,70,No,1,0,1,1,1,0,False,False,-1.2367242199587352,0.17418800702981907
Male,0,No,37,Yes,No,DSL,55,No,1,0,1,0,0,0,False,False,0.18848851024232702,-0.32432453570912145
Male,0,No,1,Yes,No,DSL,24,Yes,1,0,1,0,0,1,False,False,-1.2774445836787656,-1.3545837907029317
Female,0,Yes,48,No,No,DSL,45,No,0,1,0,0,0,0,False,False,0.6364125111626608,-0.6566662308684151
Male,0,No,37,Yes,Yes,DSL,96,No,1,0,1,1,0,0,False,False,0.18848851024232702,1.0382764144439827
Male,0,No,3,Yes,No,DSL,74,No,1,0,1,0,0,0,False,False,-1.1960038562387048,0.3071246850935365
Male,0,No,35,Yes,No,DSL,55,Yes,1,0,1,0,0,1,True,False,0.10704778280226633,-0.32432453570912145
Female,0,No,15,Yes,No,DSL,20,No,0,0,1,0,0,0,False,True,-0.7073594915983407,-1.4875204687666492
Male,0,No,1,Yes,Yes,Fiber optic,20,No,1,0,1,1,1,0,False,False,-1.2774445836787656,-1.4875204687666492
Male,0,Yes,72,Yes,No,DSL,21,No,1,1,1,0,0,0,False,True,1.6137012404433893,-1.45428629925072
Male,0,No,18,Yes,Yes,Fiber optic,19,No,1,0,1,1,1,0,True,False,-0.5851984004382496,-1.5207546382825785
Female,0,No,2,Yes,No,Fiber optic,86,Yes,0,0,1,0,1,1,False,True,-1.2367242199587352,0.7059347192846889
Male,0,No,35,Yes,No,Fiber optic,55,No,1,0,1,0,1,0,False,False,0.10704778280226633,-0.32432453570912145
Female,0,No,11,Yes,Yes,DSL,49,Yes,0,0,1,1,0,1,False,True,-0.8702409464784621,-0.5237295528046976
Female,1,No,26,Yes,No,Fiber optic,79,No,0,0,1,0,1,0,False,False,-0.2594354906780068,0.47329553267318336
Male,1,No,37,Yes,No,DSL,72,No,1,0,1,0,0,0,True,False,0.18848851024232702,0.2406563460616778
Female,1,No,56,Yes,Yes,Fiber optic,100,No,0,0,1,1,1,0,False,False,0.9621754209229036,1.1712130925077
Male,0,Yes,69,Yes,No,Fiber optic,60,No,1,1,1,0,1,0,False,True,1.4915401492832983,-0.15815368812947458
Female,0,Yes,71,Yes,No,DSL,20,No,0,1,1,0,0,0,False,False,1.5729808767233588,-1.4875204687666492
Male,0,Yes,62,Yes,No,Fiber optic,116,No,1,1,1,0,1,0,False,False,1.2064976032430856,1.7029598047625698
Male,0,No,50,No,No,Fiber optic,35,No,1,0,0,0,1,0,False,False,0.7178532386027215,-0.9890079260277087
Female,0,Yes,62,Yes,Yes,Fiber optic,111,No,0,1,1,1,1,0,False,False,1.2064976032430856,1.536788957182923
Female,0,No,54,Yes,No,DSL,100,No,0,0,1,0,0,0,False,False,0.880734693482843,1.1712130925077
Male,0,No,63,Yes,No,DSL,87,No,1,0,1,0,0,0,True,False,1.247217966963116,0.7391688888006183
Male,0,Yes,22,Yes,No,Fiber optic,58,No,1,1,1,0,1,0,False,False,-0.4223169455581282,-0.22462202716133334
Female,0,No,30,Yes,Yes,Fiber optic,19,No,0,0,1,1,1,0,False,False,-0.0965540357978854,-1.5207546382825785
Male,1,No,57,Yes,No,Fiber optic,54,No,1,0,1,0,1,0,False,False,1.002895784642934,-0.3575587052250508
Female,1,No,58,Yes,No,DSL,98,No,0,0,1,0,0,0,True,False,1.0436161483629645,1.1047447534758412
Male,1,No,55,No,No,Fiber optic,45,No,1,0,0,0,1,0,False,False,0.9214550572028734,-0.6566662308684151
Female,0,No,37,Yes,Yes,Fiber optic,102,Yes,0,0,1,1,1,1,False,False,0.18848851024232702,1.2376814315395588
Male,0,No,2,Yes,No,DSL,54,No,1,0,1,0,0,0,True,False,-1.2367242199587352,-0.3575587052250508
Male,1,No,49,Yes,No,DSL,88,No,1,0,1,0,0,0,True,False,0.6771328748826912,0.7724030583165477
Male,1,No,24,Yes,Yes,Fiber optic,79,Yes,1,0,1,1,1,1,False,False,-0.3408762181180675,0.47329553267318336
Female,0,No,29,Yes,No,Fiber optic,55,No,0,0,1,0,1,0,False,False,-0.13727439951791576,-0.32432453570912145
Male,0,No,1,Yes,Yes,Fiber optic,45,Yes,1,0,1,1,1,1,False,False,-1.2774445836787656,-0.6566662308684151
Male,0,No,72,Yes,No,DSL,110,No,1,0,1,0,0,0,False,False,1.6137012404433893,1.5035547876669937
Female,0,No,11,Yes,Yes,Fiber optic,64,No,0,0,1,1,1,0,False,False,-0.8702409464784621,-0.025217010065757134
Female,0,Yes,7,Yes,No,Fiber optic,69,Yes,0,1,1,0,1,1,True,False,-1.0331224013585834,0.1409538375138897
Female,0,Yes,59,Yes,No,DSL,21,No,0,1,1,0,0,0,False,False,1.0843365120829946,-1.45428629925072
Female,0,No,68,Yes,Yes,Fiber optic,56,No,0,0,1,1,1,0,False,True,1.4508197855632678,-0.29109036619319206
Female,0,Yes,67,Yes,Yes,Fiber optic,94,No,0,1,1,1,1,0,False,False,1.4100994218432374,0.9718080754121239
Female,1,No,2,Yes,No,DSL,79,Yes,0,0,1,0,0,1,False,False,-1.2367242199587352,0.47329553267318336
Male,1,No,31,Yes,Yes,Fiber optic,91,No,1,0,1,1,1,0,False,False,-0.055833672077855064,0.8721055668643357
Male,0,Yes,16,Yes,No,DSL,64,No,1,1,1,0,0,0,True,False,-0.6666391278783103,-0.025217010065757134
Female,0,No,1,Yes,Yes,DSL,80,Yes,0,0,1,1,0,1,False,True,-1.2774445836787656,0.5065297021891128
Male,0,No,17,Yes,Yes,DSL,94,Yes,1,0,1,1,0,1,False,True,-0.62591876415828,0.9718080754121239
Female,1,No,7,Yes,Yes,Fiber optic,89,No,0,0,1,1,1,0,False,False,-1.0331224013585834,0.805637227832477
Male,0,No,1,Yes,No,DSL,21,No,1,0,1,0,0,0,False,False,-1.2774445836787656,-1.45428629925072
Female,0,No,10,No,Yes,Fiber optic,36,No,0,0,0,1,1,0,False,False,-0.9109613101984924,-0.9557737565117794
Female,0,No,2,Yes,No,DSL,90,No,0,0,1,0,0,0,False,False,-1.2367242199587352,0.8388713973484064
Female,0,Yes,59,Yes,Yes,DSL,90,No,0,1,1,1,0,0,True,False,1.0843365120829946,0.8388713973484064
Female,1,No,3,Yes,No,DSL,75,Yes,0,0,1,0,0,1,False,False,-1.1960038562387048,0.3403588546094659
Female,0,No,72,Yes,Yes,Fiber optic,85,No,0,0,1,1,1,0,False,False,1.6137012404433893,0.6727005497687596
Female,0,No,22,Yes,No,DSL,89,No,0,0,1,0,0,0,False,False,-0.4223169455581282,0.805637227832477
Male,0,No,13,Yes,Yes,DSL,51,No,1,0,1,1,0,0,True,False,-0.7888002190384014,-0.4572612137728389
Female,0,No,10,Yes,No,DSL,45,No,0,0,1,0,0,0,False,True,-0.9109613101984924,-0.6566662308684151
Female,0,Yes,35,No,No,DSL,46,No,0,1,0,0,0,0,False,False,0.10704778280226633,-0.6234320613524857
Male,0,No,71,Yes,No,DSL,99,No,1,0,1,0,0,0,False,True,1.5729808767233588,1.1379789229917707
Male,1,No,32,Yes,Yes,Fiber optic,75,Yes,1,0,1,1,1,1,False,False,-0.015113308357824713,0.3403588546094659
Male,0,No,5,Yes,No,Fiber optic,56,No,1,0,1,0,1,0,True,False,-1.1145631287986442,-0.29109036619319206
Female,1,No,31,Yes,No,Fiber optic,85,No,0,0,1,0,1,0,False,False,-0.055833672077855064,0.6727005497687596
Male,0,No,46,Yes,Yes,Fiber optic,45,No,1,0,1,1,1,0,False,False,0.5549717837226001,-0.6566662308684151
Female,1,No,20,Yes,No,DSL,79,Yes,0,0,1,0,0,1,True,False,-0.5037576729981889,0.47329553267318336
Male,0,No,10,Yes,No,DSL,80,No,1,0,1,0,0,0,True,False,-0.9109613101984924,0.5065297021891128
Male,0,Yes,47,Yes,No,Fiber optic,107,Yes,1,1,1,0,1,1,False,False,0.5956921474426305,1.4038522791192056
Female,0,No,23,Yes,No,Fiber optic,90,No,0,0,1,0,1,0,True,False,-0.38159658183809786,0.8388713973484064
Female,0,No,21,Yes,No,DSL,94,No,0,0,1,0,0,0,False,True,-0.46303730927815856,0.9718080754121239
Female,0,No,63,Yes,Yes,Fiber optic,90,No,0,0,1,1,1,0,True,False,1.247217966963116,0.8388713973484064
Female,1,No,2,Yes,Yes,Fiber optic,50,Yes,0,0,1,1,1,1,False,False,-1.2367242199587352,-0.49049538328876824
Female,0,No,5,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,True,-1.1145631287986442,-1.4875204687666492
Female,1,No,4,Yes,No,DSL,80,No,0,0,1,0,0,0,False,True,-1.1552834925186746,0.5065297021891128
Female,0,No,52,No,No,DSL,66,No,0,0,0,0,0,0,True,False,0.7992939660427822,0.0412513289661016
Male,0,No,26,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,-0.2594354906780068,-1.4875204687666492
Female,1,No,2,Yes,No,DSL,70,Yes,0,0,1,0,0,1,True,False,-1.2367242199587352,0.17418800702981907
Female,0,No,1,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,-1.2774445836787656,-1.4875204687666492
Male,0,No,44,No,No,DSL,54,No,1,0,0,0,0,0,True,False,0.47353105628253944,-0.3575587052250508
Male,0,No,2,No,No,DSL,25,Yes,1,0,0,0,0,1,False,False,-1.2367242199587352,-1.3213496211870024
Female,0,No,2,Yes,No,DSL,20,No,0,0,1,0,0,0,False,True,-1.2367242199587352,-1.4875204687666492
Female,0,No,33,Yes,No,DSL,108,No,0,0,1,0,0,0,False,False,0.025607055362205634,1.437086448635135
Male,0,No,30,Yes,Yes,Fiber optic,95,No,1,0,1,1,1,0,False,False,-0.0965540357978854,1.0050422449280532
Female,1,No,14,Yes,No,DSL,100,Yes,0,0,1,0,0,1,False,False,-0.748079855318371,1.1712130925077
Male,0,No,1,Yes,No,DSL,20,Yes,1,0,1,0,0,1,False,False,-1.2774445836787656,-1.4875204687666492
Male,0,No,12,Yes,Yes,DSL,95,No,1,0,1,1,0,0,False,True,-0.8295205827584317,1.0050422449280532
Male,0,No,41,Yes,Yes,Fiber optic,89,No,1,0,1,1,1,0,True,False,0.35136996512244845,0.805637227832477
Male,0,Yes,9,Yes,No,DSL,103,No,1,1,1,0,0,0,True,False,-0.9516816739185228,1.270915601055488
Female,1,No,69,Yes,Yes,DSL,110,No,0,0,1,1,0,0,False,True,1.4915401492832983,1.5035547876669937
Male,0,No,1,Yes,Yes,Fiber optic,80,Yes,1,0,1,1,1,1,False,False,-1.2774445836787656,0.5065297021891128
Male,0,No,2,Yes,Yes,Fiber optic,20,No,1,0,1,1,1,0,False,False,-1.2367242199587352,-1.4875204687666492
Female,0,No,2,Yes,No,DSL,49,Yes,0,0,1,0,0,1,False,False,-1.2367242199587352,-0.5237295528046976
Male,0,No,30,Yes,No,Fiber optic,56,No,1,0,1,0,1,0,False,False,-0.0965540357978854,-0.29109036619319206
Female,0,No,51,Yes,Yes,Fiber optic,94,No,0,0,1,1,1,0,False,False,0.758573602322752,0.9718080754121239
Female,1,No,50,Yes,Yes,Fiber optic,101,No,0,0,1,1,1,0,False,True,0.7178532386027215,1.2044472620236295
Female,0,No,69,Yes,No,Fiber optic,24,No,0,0,1,0,1,0,True,False,1.4915401492832983,-1.3545837907029317
Female,0,No,70,Yes,No,DSL,110,No,0,0,1,0,0,0,False,True,1.5322605130033284,1.5035547876669937
Male,0,No,52,Yes,No,Fiber optic,61,No,1,0,1,0,1,0,True,False,0.7992939660427822,-0.12491951861354524
Male,0,No,18,Yes,No,DSL,49,Yes,1,0,1,0,0,1,False,False,-0.5851984004382496,-0.5237295528046976
Male,0,No,46,Yes,No,DSL,89,No,1,0,1,0,0,0,False,False,0.5549717837226001,0.805637227832477
Male,0,Yes,55,Yes,No,DSL,19,No,1,1,1,0,0,0,False,False,0.9214550572028734,-1.5207546382825785
Female,1,No,5,Yes,No,DSL,76,Yes,0,0,1,0,0,1,False,True,-1.1145631287986442,0.37359302412539525
Female,1,No,3,Yes,Yes,Fiber optic,87,Yes,0,0,1,1,1,1,False,False,-1.1960038562387048,0.7391688888006183
Male,0,No,6,Yes,No,Fiber optic,19,No,1,0,1,0,1,0,False,False,-1.0738427650786138,-1.5207546382825785
Male,0,Yes,70,Yes,No,DSL,84,No,1,1,1,0,0,0,False,False,1.5322605130033284,0.6394663802528302
Female,0,Yes,59,Yes,Yes,Fiber optic,72,No,0,1,1,1,1,0,False,True,1.0843365120829946,0.2406563460616778
Female,0,No,40,No,Yes,Fiber optic,55,No,0,0,0,1,1,0,False,False,0.3106496014024181,-0.32432453570912145
Male,0,No,71,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,1.5729808767233588,-1.4875204687666492
Male,0,No,5,Yes,No,Fiber optic,80,No,1,0,1,0,1,0,False,False,-1.1145631287986442,0.5065297021891128
Female,0,Yes,10,Yes,No,DSL,86,No,0,1,1,0,0,0,False,True,-0.9109613101984924,0.7059347192846889
Female,1,Yes,65,Yes,Yes,Fiber optic,107,No,0,1,1,1,1,0,False,False,1.3286586944031769,1.4038522791192056
Male,0,No,5,No,No,Fiber optic,24,No,1,0,0,0,1,0,False,False,-1.1145631287986442,-1.3545837907029317
Male,0,Yes,1,Yes,No,DSL,50,No,1,1,1,0,0,0,True,False,-1.2774445836787656,-0.49049538328876824
Male,0,Yes,57,Yes,Yes,DSL,19,No,1,1,1,1,0,0,True,False,1.002895784642934,-1.5207546382825785
Female,0,No,62,Yes,No,DSL,81,No,0,0,1,0,0,0,False,False,1.2064976032430856,0.5397638717050421
Male,1,No,30,Yes,No,Fiber optic,69,No,1,0,1,0,1,0,False,False,-0.0965540357978854,0.1409538375138897
Male,0,No,29,No,No,DSL,34,No,1,0,0,0,0,0,False,True,-0.13727439951791576,-1.0222420955436382
Female,0,Yes,56,Yes,Yes,Fiber optic,25,No,0,1,1,1,1,0,False,False,0.9621754209229036,-1.3213496211870024
Male,0,No,58,No,Yes,Fiber optic,45,No,1,0,0,1,1,0,False,False,1.0436161483629645,-0.6566662308684151
Male,1,No,35,Yes,Yes,Fiber optic,73,No,1,0,1,1,1,0,True,False,0.10704778280226633,0.2738905155776072
Male,0,Yes,67,Yes,Yes,Fiber optic,105,No,1,1,1,1,1,0,False,False,1.4100994218432374,1.3373839400873468
Female,0,No,70,Yes,No,Fiber optic,85,No,0,0,1,0,1,0,False,False,1.5322605130033284,0.6727005497687596
Male,0,Yes,24,Yes,No,DSL,56,No,1,1,1,0,0,0,False,False,-0.3408762181180675,-0.29109036619319206
Male,0,No,34,Yes,Yes,Fiber optic,57,No,1,0,1,1,1,0,False,False,0.06632741908223598,-0.2578561966772627
Female,1,No,71,Yes,Yes,DSL,100,No,0,0,1,1,0,0,True,False,1.5729808767233588,1.1712130925077
Female,1,No,4,Yes,Yes,Fiber optic,83,No,0,0,1,1,1,0,False,False,-1.1552834925186746,0.6062322107369008
Male,0,No,12,Yes,Yes,Fiber optic,81,Yes,1,0,1,1,1,1,False,False,-0.8295205827584317,0.5397638717050421
Male,0,No,15,Yes,No,DSL,52,Yes,1,0,1,0,0,1,False,False,-0.7073594915983407,-0.4240270442569095
Male,0,Yes,46,Yes,Yes,Fiber optic,25,No,1,1,1,1,1,0,False,False,0.5549717837226001,-1.3213496211870024
Male,0,Yes,44,Yes,Yes,Fiber optic,62,No,1,1,1,1,1,0,False,False,0.47353105628253944,-0.09168534909761586
Male,0,No,40,Yes,Yes,Fiber optic,103,No,1,0,1,1,1,0,False,True,0.3106496014024181,1.270915601055488
Female,1,No,14,Yes,Yes,DSL,105,Yes,0,0,1,1,0,1,False,True,-0.748079855318371,1.3373839400873468
Female,1,No,68,Yes,No,Fiber optic,61,No,0,0,1,0,1,0,False,False,1.4508197855632678,-0.12491951861354524
Male,0,No,33,Yes,No,DSL,61,No,1,0,1,0,0,0,False,False,0.025607055362205634,-0.12491951861354524
Female,0,Yes,29,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,True,False,-0.13727439951791576,-1.4875204687666492
Female,0,No,59,Yes,No,DSL,107,No,0,0,1,0,0,0,True,False,1.0843365120829946,1.4038522791192056
Male,0,No,25,Yes,No,DSL,74,No,1,0,1,0,0,0,False,False,-0.30015585439803716,0.3071246850935365
Female,0,No,7,Yes,Yes,DSL,69,No,0,0,1,1,0,0,True,False,-1.0331224013585834,0.1409538375138897
Male,1,No,16,Yes,Yes,Fiber optic,70,No,1,0,1,1,1,0,False,False,-0.6666391278783103,0.17418800702981907
Male,0,Yes,38,Yes,No,DSL,74,No,1,1,1,0,0,0,False,False,0.22920887396235737,0.3071246850935365
Female,0,No,10,Yes,Yes,Fiber optic,68,No,0,0,1,1,1,0,False,True,-0.9109613101984924,0.10771966799796033
Male,0,No,69,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,1.4915401492832983,-1.4875204687666492
Male,1,No,54,No,No,DSL,55,No,1,0,0,0,0,0,False,False,0.880734693482843,-0.32432453570912145
Female,0,Yes,53,Yes,No,DSL,85,No,0,1,1,0,0,0,False,False,0.8400143297628127,0.6727005497687596
Male,0,Yes,1,Yes,Yes,DSL,20,Yes,1,1,1,1,0,1,False,True,-1.2774445836787656,-1.4875204687666492
Female,0,No,41,Yes,No,Fiber optic,75,No,0,0,1,0,1,0,False,False,0.35136996512244845,0.3403588546094659
Female,0,Yes,31,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,False,-0.055833672077855064,-1.4875204687666492
Male,1,No,20,Yes,No,Fiber optic,107,No,1,0,1,0,1,0,True,False,-0.5037576729981889,1.4038522791192056
Male,0,Yes,19,No,No,DSL,25,No,1,1,0,0,0,0,True,False,-0.5444780367182193,-1.3213496211870024
Female,0,No,50,Yes,No,DSL,76,No,0,0,1,0,0,0,False,True,0.7178532386027215,0.37359302412539525
Male,0,Yes,27,Yes,Yes,DSL,20,No,1,1,1,1,0,0,False,True,-0.21871512695797646,-1.4875204687666492
Male,0,No,54,Yes,Yes,Fiber optic,110,Yes,1,0,1,1,1,1,False,False,0.880734693482843,1.5035547876669937
Female,1,No,42,Yes,No,Fiber optic,95,No,0,0,1,0,1,0,False,False,0.3920903288424788,1.0050422449280532
Female,0,Yes,1,Yes,No,DSL,19,No,0,1,1,0,0,0,False,False,-1.2774445836787656,-1.5207546382825785
Male,0,Yes,12,Yes,No,DSL,19,No,1,1,1,0,0,0,False,False,-0.8295205827584317,-1.5207546382825785
Male,0,Yes,49,Yes,No,DSL,101,Yes,1,1,1,0,0,1,False,False,0.6771328748826912,1.2044472620236295
Male,0,No,27,Yes,Yes,DSL,69,No,1,0,1,1,0,0,False,False,-0.21871512695797646,0.1409538375138897
Female,0,No,24,Yes,No,Fiber optic,20,No,0,0,1,0,1,0,False,False,-0.3408762181180675,-1.4875204687666492
Male,0,Yes,67,Yes,Yes,Fiber optic,105,No,1,1,1,1,1,0,True,False,1.4100994218432374,1.3373839400873468
Female,0,No,2,Yes,No,DSL,45,No,0,0,1,0,0,0,False,True,-1.2367242199587352,-0.6566662308684151
Male,0,No,72,Yes,No,Fiber optic,114,No,1,0,1,0,1,0,False,False,1.6137012404433893,1.6364914657307112
Female,1,No,52,Yes,No,DSL,106,No,0,0,1,0,0,0,True,False,0.7992939660427822,1.3706181096032763
Male,0,No,10,Yes,No,DSL,74,Yes,1,0,1,0,0,1,False,False,-0.9109613101984924,0.3071246850935365
Male,1,No,72,Yes,No,DSL,74,No,1,0,1,0,0,0,False,False,1.6137012404433893,0.3071246850935365
Female,0,No,7,Yes,No,DSL,75,Yes,0,0,1,0,0,1,False,True,-1.0331224013585834,0.3403588546094659
Male,1,Yes,72,Yes,No,DSL,116,No,1,1,1,0,0,0,False,False,1.6137012404433893,1.7029598047625698
Female,0,Yes,51,Yes,No,Fiber optic,81,No,0,1,1,0,1,0,False,False,0.758573602322752,0.5397638717050421
Female,1,No,26,Yes,No,DSL,98,No,0,0,1,0,0,0,True,False,-0.2594354906780068,1.1047447534758412
Female,1,No,52,Yes,No,DSL,109,No,0,0,1,0,0,0,False,False,0.7992939660427822,1.4703206181510644
Male,0,Yes,47,Yes,Yes,Fiber optic,21,No,1,1,1,1,1,0,False,False,0.5956921474426305,-1.45428629925072
Male,0,No,36,Yes,Yes,Fiber optic,19,No,1,0,1,1,1,0,True,False,0.14776814652229667,-1.5207546382825785
Female,0,No,3,Yes,No,DSL,20,Yes,0,0,1,0,0,1,False,False,-1.1960038562387048,-1.4875204687666492
Female,1,No,1,Yes,No,DSL,71,No,0,0,1,0,0,0,False,True,-1.2774445836787656,0.20742217654574843
Male,1,No,12,No,Yes,DSL,44,Yes,1,0,0,1,0,1,False,True,-0.8295205827584317,-0.6899004003843444
Male,0,No,72,Yes,Yes,DSL,112,No,1,0,1,1,0,0,True,False,1.6137012404433893,1.5700231266988525
Male,0,No,12,Yes,Yes,Fiber optic,20,No,1,0,1,1,1,0,False,False,-0.8295205827584317,-1.4875204687666492
Male,1,No,1,Yes,Yes,Fiber optic,95,Yes,1,0,1,1,1,1,False,True,-1.2774445836787656,1.0050422449280532
Male,0,No,30,Yes,No,DSL,70,No,1,0,1,0,0,0,True,False,-0.0965540357978854,0.17418800702981907
Female,0,No,42,Yes,No,DSL,50,No,0,0,1,0,0,0,False,False,0.3920903288424788,-0.49049538328876824
Male,0,No,3,Yes,Yes,Fiber optic,69,Yes,1,0,1,1,1,1,False,False,-1.1960038562387048,0.1409538375138897
Male,1,No,13,Yes,Yes,Fiber optic,89,Yes,1,0,1,1,1,1,False,False,-0.7888002190384014,0.805637227832477
Female,0,No,12,Yes,Yes,DSL,100,Yes,0,0,1,1,0,1,False,False,-0.8295205827584317,1.1712130925077
Male,1,No,57,Yes,Yes,Fiber optic,101,Yes,1,0,1,1,1,1,False,False,1.002895784642934,1.2044472620236295
Male,1,No,32,Yes,Yes,DSL,85,Yes,1,0,1,1,0,1,False,True,-0.015113308357824713,0.6727005497687596
Male,0,No,68,Yes,No,DSL,77,No,1,0,1,0,0,0,False,True,1.4508197855632678,0.40682719364132464
Female,0,Yes,8,Yes,Yes,DSL,20,No,0,1,1,1,0,0,False,True,-0.9924020376385531,-1.4875204687666492
Female,0,No,1,Yes,No,Fiber optic,20,Yes,0,0,1,0,1,1,False,False,-1.2774445836787656,-1.4875204687666492
Male,0,Yes,46,Yes,No,DSL,20,No,1,1,1,0,0,0,False,True,0.5549717837226001,-1.4875204687666492
Male,0,No,10,Yes,Yes,Fiber optic,95,No,1,0,1,1,1,0,True,False,-0.9109613101984924,1.0050422449280532
Male,1,No,4,No,Yes,Fiber optic,30,No,1,0,0,1,1,0,False,True,-1.1552834925186746,-1.1551787736073555
Male,1,No,1,Yes,Yes,Fiber optic,46,No,1,0,1,1,1,0,False,False,-1.2774445836787656,-0.6234320613524857
Female,1,No,4,Yes,Yes,Fiber optic,85,Yes,0,0,1,1,1,1,True,False,-1.1552834925186746,0.6727005497687596
Female,0,No,68,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,True,False,1.4508197855632678,-1.4875204687666492
Male,0,Yes,58,Yes,No,DSL,94,No,1,1,1,0,0,0,True,False,1.0436161483629645,0.9718080754121239
Male,0,No,1,No,Yes,Fiber optic,24,No,1,0,0,1,1,0,False,True,-1.2774445836787656,-1.3545837907029317
Male,1,No,12,Yes,No,DSL,73,No,1,0,1,0,0,0,False,False,-0.8295205827584317,0.2738905155776072
Male,0,Yes,72,Yes,No,DSL,114,No,1,1,1,0,0,0,False,False,1.6137012404433893,1.6364914657307112
Female,0,No,5,Yes,Yes,Fiber optic,100,Yes,0,0,1,1,1,1,False,False,-1.1145631287986442,1.1712130925077
Female,0,Yes,20,Yes,No,DSL,20,No,0,1,1,0,0,0,False,True,-0.5037576729981889,-1.4875204687666492
Male,0,Yes,27,Yes,No,DSL,19,No,1,1,1,0,0,0,False,False,-0.21871512695797646,-1.5207546382825785
Female,0,No,31,Yes,No,DSL,85,No,0,0,1,0,0,0,False,False,-0.055833672077855064,0.6727005497687596
Female,0,No,70,Yes,Yes,Fiber optic,98,No,0,0,1,1,1,0,False,True,1.5322605130033284,1.1047447534758412
Male,0,Yes,67,Yes,No,DSL,69,No,1,1,1,0,0,0,True,False,1.4100994218432374,0.1409538375138897
Male,0,No,3,Yes,Yes,Fiber optic,50,No,1,0,1,1,1,0,False,False,-1.1960038562387048,-0.49049538328876824
Male,0,No,1,Yes,No,DSL,20,Yes,1,0,1,0,0,1,False,True,-1.2774445836787656,-1.4875204687666492
Male,0,Yes,28,Yes,Yes,Fiber optic,54,No,1,1,1,1,1,0,False,False,-0.1779947632379461,-0.3575587052250508
Male,0,Yes,29,Yes,No,Fiber optic,20,No,1,1,1,0,1,0,False,False,-0.13727439951791576,-1.4875204687666492
Female,0,No,4,Yes,No,DSL,75,Yes,0,0,1,0,0,1,False,False,-1.1552834925186746,0.3403588546094659
Female,0,No,50,Yes,No,DSL,80,No,0,0,1,0,0,0,True,False,0.7178532386027215,0.5065297021891128
Female,1,No,34,Yes,Yes,DSL,64,No,0,0,1,1,0,0,False,False,0.06632741908223598,-0.025217010065757134
Male,0,Yes,67,Yes,No,DSL,90,No,1,1,1,0,0,0,True,False,1.4100994218432374,0.8388713973484064
Male,0,Yes,72,Yes,No,DSL,104,No,1,1,1,0,0,0,False,False,1.6137012404433893,1.3041497705714176
Female,1,No,4,Yes,No,DSL,100,Yes,0,0,1,0,0,1,True,False,-1.1552834925186746,1.1712130925077
Female,1,No,7,Yes,Yes,Fiber optic,84,No,0,0,1,1,1,0,True,False,-1.0331224013585834,0.6394663802528302
Female,0,No,47,Yes,Yes,DSL,104,No,0,0,1,1,0,0,False,False,0.5956921474426305,1.3041497705714176
Female,0,Yes,11,Yes,Yes,DSL,51,No,0,1,1,1,0,0,False,True,-0.8702409464784621,-0.4572612137728389
Male,0,No,40,Yes,Yes,Fiber optic,105,Yes,1,0,1,1,1,1,True,False,0.3106496014024181,1.3373839400873468
Male,1,No,40,Yes,Yes,Fiber optic,102,Yes,1,0,1,1,1,1,True,False,0.3106496014024181,1.2376814315395588
Female,0,No,41,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,0.35136996512244845,-1.4875204687666492
Male,0,No,31,Yes,Yes,Fiber optic,94,No,1,0,1,1,1,0,False,False,-0.055833672077855064,0.9718080754121239
Male,0,No,62,Yes,No,DSL,23,No,1,0,1,0,0,0,False,False,1.2064976032430856,-1.3878179602188612
